# size  ZVC RLE CSR
50    2.04883	2.26679	2.57366
100	  4.08667	4.4554	5.10774
150	  6.08521	6.68952	7.69664
200	  8.00269	8.5619	10.2203
250   9.98511	11.0537	12.6839
300  11.9624	13.2459	15.486
350  13.9685	15.387	18.1196
