# Series      Static_compression_operator Static_compression_compute_or_transfer
ReLU1	33.5566	90.597
MAX1	15.9379	38.075
ReLU2	28.7243	70.896
MAX2	11.9438	26.388
ReLU3	14.1372	28.888
ReLU4	15.4	32.124
MAX3	6.8607	10.9102
ReLU5	7.3326	18.307
ReLU6	7.3711	16.59
MAX4	7.847222222	12.5
ReLU7	7.035277778	11.6635
ReLU8	6.982722222	11.5689
