# Serie No_compression_transfer
ReLU1	182.876
MAX1	64.24
ReLU2	126.878
MAX2	32.0
ReLU3	62.75
ReLU4	64.114
MAX3	14.587
ReLU5	30.808
ReLU6	32.124
MAX4	14.744
ReLU7	14.747
ReLU8	14.746
