# Compressor transfer_time op_time
50MB	3.252406504	2.57366
100MB	6.507382114	5.10774
150MB	9.759268293	7.69664
200MB	13.01130081	10.2203
250MB	16.2604065	12.6839
300MB	19.50845528	15.486
350MB	22.76317073	18.1196
