# Compressor transfer_time op_time
50MB	1.756333333	2.04883
100MB	3.507829268	4.08667
150MB	5.262089431	6.08521
200MB	7.012504065	8.00269
250MB	8.768699187	9.98511
300MB	10.52203252	11.9624
350MB	12.27495935	13.9685

