# Compressor transfer_time op_time
50MB	2.367723577	21.82832
100MB	4.745536585	42.406564
150MB	7.11654878	62.787123
200MB	9.49204878	75.167038
250MB	11.84719512	93.055007
300MB	14.2394878	110.583372
350MB	16.62482927	128.526315
