# Compressor transfer_time op_time
50MB	3.582512195	2.26679
100MB	7.158813008	4.4554
150MB	10.73479675	6.68952
200MB	14.31455285	8.5619
250MB	17.88869919	11.0537
300MB	21.46479675	13.2459
350MB	25.04479675	15.387
