# Serie vDNN  CSwap_average  VDNN_plus Oracular
Alexnet	1	1.387141974	0.289888549	1.67603635
Vgg16	1	1.180522104	0.811957462	1.311798604
Plain20	1	1.412172647	0.968379689	1.69578287
MobileNet	1	1.159885268	0.938030731	1.405582876
Resnet	1	1.249539456	0.921068109	1.377588441
Squeezenet	1	1.241828857	0.754284624	1.488450385



