# size 	LZ4 ZVC RLE CSR
50  21.82832  2.04883	2.26679	2.57366
100	42.406564   4.08667	4.4554	5.10774
150	62.787123   6.08521	6.68952	7.69664
200	75.167038   8.00269	8.5619	10.2203
250	93.055007   9.98511	11.0537	12.6839
300	110.583372  11.9624	13.2459	15.486
350	128.526315  13.9685	15.387	18.1196
